STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-03-31,80,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-01,74,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-02,71,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-03,72,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-04,69,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-05,63,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-06,56,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-07,66,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-08,63,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-09,78,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-10,66,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-11,64,41
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-12,55,38
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-13,65,39
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-14,73,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-15,65,42
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-16,51,38
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-17,63,38
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-18,58,42
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-19,65,38
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-20,74,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-21,79,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-22,80,61
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-23,80,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-24,75,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-25,72,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-26,68,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-27,64,44
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-28,60,44
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-29,59,44
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-04-30,61,43
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-01,69,43
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-02,70,42
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-03,69,44
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-04,76,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-05,71,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-06,65,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-07,77,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-08,75,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-09,70,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-10,75,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-11,76,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-12,67,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-13,59,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-14,69,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-15,69,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-16,62,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-17,70,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-18,71,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-19,66,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-20,63,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-21,73,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-22,69,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-23,66,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-24,57,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-25,56,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-26,65,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-27,79,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-28,90,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-29,88,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-30,70,43
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-05-31,63,42
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-01,78,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-02,92,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-03,93,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-04,78,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-05,76,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-06,69,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-07,72,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-08,77,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-09,69,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-10,74,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-11,81,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-12,92,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-13,88,58
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-14,79,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-15,71,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-16,60,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-17,64,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-18,79,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-19,78,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-20,77,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-21,80,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-22,92,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-23,98,70
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-24,75,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-25,82,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-26,84,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-27,82,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-28,78,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-29,88,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-06-30,93,70
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-01,86,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-02,80,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-03,65,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-04,68,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-05,83,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-06,90,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-07,88,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-08,87,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-09,93,68
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-10,92,65
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-11,91,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-12,86,63
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-13,86,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-14,83,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-15,83,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-16,87,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-17,88,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-18,91,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-19,94,68
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-20,83,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-21,87,63
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-22,83,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-23,88,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-24,91,68
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-25,94,74
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-26,91,74
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-27,92,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-28,87,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-29,85,72
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-30,90,73
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-07-31,86,72
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-01,89,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-02,84,68
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-03,90,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-04,90,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-05,86,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-06,92,67
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-07,84,70
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-08,92,65
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-09,93,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-10,93,75
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-11,91,69
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-12,94,68
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-13,80,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-14,74,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-15,75,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-16,83,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-17,91,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-18,93,74
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-19,89,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-20,83,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-21,76,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-22,80,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-23,75,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-24,78,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-25,82,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-26,84,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-27,67,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-28,75,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-29,75,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-30,75,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-08-31,80,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-01,81,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-02,90,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-03,83,61
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-04,86,65
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-05,84,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-06,78,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-07,88,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-08,86,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-09,83,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-10,85,63
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-11,85,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-12,74,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-13,74,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-14,76,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-15,70,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-16,74,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-17,74,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-18,76,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-19,80,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-20,89,63
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-21,88,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-22,85,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-23,83,61
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-24,87,65
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-25,86,66
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-26,90,71
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-27,86,62
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-28,72,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-29,70,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-09-30,75,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-01,79,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-02,79,59
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-03,72,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-04,70,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-05,73,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-06,71,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-07,74,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-08,80,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-09,78,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-10,64,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-11,70,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-12,80,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-13,80,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-14,75,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-15,79,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-16,79,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-17,77,58
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-18,78,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-19,79,61
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-20,82,63
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-21,77,60
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-22,70,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-23,66,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-24,72,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-25,75,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-26,84,62
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-27,78,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-28,71,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-29,65,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-30,69,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-10-31,75,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-01,79,62
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-02,80,64
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-03,80,61
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-04,81,58
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-05,74,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-06,75,56
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-07,74,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-08,66,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-09,68,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-10,64,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-11,67,49
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-12,69,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-13,70,57
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-14,71,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-15,70,55
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-16,71,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-17,67,45
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-18,66,46
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-19,69,53
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-20,67,54
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-21,57,51
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-22,59,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-23,55,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-24,60,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-25,62,47
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-26,68,50
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-27,57,48
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-28,56,52
USR0000CLGA,"LOS GATOS CALIFORNIA, CA US",37.2028,-121.9428,2000.0,2018-11-29,53,47
